"","round","sumadopt","sd","name","tau"
"111",11,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"112",12,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"113",13,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"114",14,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"115",15,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"116",16,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"117",17,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"118",18,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"119",19,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"120",20,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"121",21,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"122",22,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"123",23,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"124",24,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"125",25,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"126",26,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"127",27,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"128",28,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"129",29,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"130",30,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"131",31,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"132",32,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"133",33,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"134",34,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"135",35,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"136",36,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"137",37,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"138",38,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"139",39,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"140",40,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"141",41,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"142",42,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"143",43,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"144",44,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"145",45,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"146",46,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"147",47,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"148",48,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"149",49,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"150",50,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"151",51,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"152",52,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"153",53,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"154",54,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"155",55,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"156",56,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"157",57,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"158",58,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"159",59,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"160",60,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"161",61,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"162",62,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"163",63,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"164",64,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"165",65,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"166",66,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"167",67,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"168",68,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"169",69,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"170",70,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"171",71,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"172",72,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"173",73,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"174",74,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"175",75,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"176",76,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"177",77,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"178",78,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"179",79,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"180",80,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"181",81,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"182",82,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"183",83,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"184",84,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"185",85,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"186",86,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"187",87,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"188",88,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"189",89,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"190",90,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"191",91,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"192",92,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"193",93,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"194",94,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"195",95,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"196",96,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"197",97,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"198",98,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"199",99,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
"200",100,130.23,47.1950294849024,"Heterogeneity of degree and of thresholds",".25"
