"","round","sumadopt","sd","name","tau"
"111",11,222.505747126437,144.616081447044,"Heterogeneity of influence",".25"
"112",12,268.67816091954,181.201448621762,"Heterogeneity of influence",".25"
"113",13,325.563218390805,224.90575293031,"Heterogeneity of influence",".25"
"114",14,394.034482758621,281.01421168547,"Heterogeneity of influence",".25"
"115",15,474.574712643678,347.919752582165,"Heterogeneity of influence",".25"
"116",16,570.206896551724,429.767815571061,"Heterogeneity of influence",".25"
"117",17,686.045977011494,530.622493322394,"Heterogeneity of influence",".25"
"118",18,819.873563218391,648.902038770782,"Heterogeneity of influence",".25"
"119",19,982.781609195402,795.501047684507,"Heterogeneity of influence",".25"
"120",20,1179.83908045977,975.340940670483,"Heterogeneity of influence",".25"
"121",21,1417.27586206897,1206.87677536781,"Heterogeneity of influence",".25"
"122",22,1709.64367816092,1504.45935570016,"Heterogeneity of influence",".25"
"123",23,2069.87356321839,1891.49787331577,"Heterogeneity of influence",".25"
"124",24,2525.08045977011,2403.77297044687,"Heterogeneity of influence",".25"
"125",25,3105.08045977011,3083.67766774792,"Heterogeneity of influence",".25"
"126",26,3824.74712643678,3920.10703525676,"Heterogeneity of influence",".25"
"127",27,4690.67816091954,4821.79824482732,"Heterogeneity of influence",".25"
"128",28,5679.88505747126,5650.17932299351,"Heterogeneity of influence",".25"
"129",29,6792.04597701149,6379.44709076798,"Heterogeneity of influence",".25"
"130",30,8011.77011494253,7016.58756207786,"Heterogeneity of influence",".25"
"131",31,9302.58620689655,7558.45454941825,"Heterogeneity of influence",".25"
"132",32,10628.4022988506,7960.03765250498,"Heterogeneity of influence",".25"
"133",33,11922.7816091954,8147.66636218158,"Heterogeneity of influence",".25"
"134",34,13186.2298850575,8158.20567467254,"Heterogeneity of influence",".25"
"135",35,14415.6436781609,8041.09629511874,"Heterogeneity of influence",".25"
"136",36,15573.8965517241,7780.54649846368,"Heterogeneity of influence",".25"
"137",37,16659.8735632184,7388.00660845797,"Heterogeneity of influence",".25"
"138",38,17687.3218390805,6922.359210179,"Heterogeneity of influence",".25"
"139",39,18626.6666666667,6413.8390322632,"Heterogeneity of influence",".25"
"140",40,19429.7471264368,5869.43219237541,"Heterogeneity of influence",".25"
"141",41,20101.1034482759,5338.62462915633,"Heterogeneity of influence",".25"
"142",42,20630.3333333333,4841.19054804504,"Heterogeneity of influence",".25"
"143",43,21012.091954023,4337.86059323371,"Heterogeneity of influence",".25"
"144",44,21322.9195402299,3801.58064193986,"Heterogeneity of influence",".25"
"145",45,21609.2988505747,3272.68371884655,"Heterogeneity of influence",".25"
"146",46,21855.091954023,2835.35878387667,"Heterogeneity of influence",".25"
"147",47,22023.4942528736,2494.10256905497,"Heterogeneity of influence",".25"
"148",48,22131.5632183908,2162.62757226153,"Heterogeneity of influence",".25"
"149",49,22222.3563218391,1833.74105458741,"Heterogeneity of influence",".25"
"150",50,22298.1264367816,1526.93299379795,"Heterogeneity of influence",".25"
"151",51,22358.1034482759,1235.40286277799,"Heterogeneity of influence",".25"
"152",52,22403.8505747126,890.660997403712,"Heterogeneity of influence",".25"
"153",53,22448.5747126437,479.554702173141,"Heterogeneity of influence",".25"
"154",54,22484.3793103448,145.700093484456,"Heterogeneity of influence",".25"
"155",55,22498.3103448276,15.7600542621156,"Heterogeneity of influence",".25"
"156",56,22499.9655172414,0.321633760451338,"Heterogeneity of influence",".25"
"157",57,22500,0,"Heterogeneity of influence",".25"
"158",58,22500,0,"Heterogeneity of influence",".25"
"159",59,22500,0,"Heterogeneity of influence",".25"
"160",60,22500,0,"Heterogeneity of influence",".25"
"161",61,22500,0,"Heterogeneity of influence",".25"
"162",62,22500,0,"Heterogeneity of influence",".25"
"163",63,22500,0,"Heterogeneity of influence",".25"
"164",64,22500,0,"Heterogeneity of influence",".25"
"165",65,22500,0,"Heterogeneity of influence",".25"
"166",66,22500,0,"Heterogeneity of influence",".25"
"167",67,22500,0,"Heterogeneity of influence",".25"
"168",68,22500,0,"Heterogeneity of influence",".25"
"169",69,22500,0,"Heterogeneity of influence",".25"
"170",70,22500,0,"Heterogeneity of influence",".25"
"171",71,22500,0,"Heterogeneity of influence",".25"
"172",72,22500,0,"Heterogeneity of influence",".25"
"173",73,22500,0,"Heterogeneity of influence",".25"
"174",74,22500,0,"Heterogeneity of influence",".25"
"175",75,22500,0,"Heterogeneity of influence",".25"
"176",76,22500,0,"Heterogeneity of influence",".25"
"177",77,22500,0,"Heterogeneity of influence",".25"
"178",78,22500,0,"Heterogeneity of influence",".25"
"179",79,22500,0,"Heterogeneity of influence",".25"
"180",80,22500,0,"Heterogeneity of influence",".25"
"181",81,22500,0,"Heterogeneity of influence",".25"
"182",82,22500,0,"Heterogeneity of influence",".25"
"183",83,22500,0,"Heterogeneity of influence",".25"
"184",84,22500,0,"Heterogeneity of influence",".25"
"185",85,22500,0,"Heterogeneity of influence",".25"
"186",86,22500,0,"Heterogeneity of influence",".25"
"187",87,22500,0,"Heterogeneity of influence",".25"
"188",88,22500,0,"Heterogeneity of influence",".25"
"189",89,22500,0,"Heterogeneity of influence",".25"
"190",90,22500,0,"Heterogeneity of influence",".25"
"191",91,22500,0,"Heterogeneity of influence",".25"
"192",92,22500,0,"Heterogeneity of influence",".25"
"193",93,22500,0,"Heterogeneity of influence",".25"
"194",94,22500,0,"Heterogeneity of influence",".25"
"195",95,22500,0,"Heterogeneity of influence",".25"
"196",96,22500,0,"Heterogeneity of influence",".25"
"197",97,22500,0,"Heterogeneity of influence",".25"
"198",98,22500,0,"Heterogeneity of influence",".25"
"199",99,22500,0,"Heterogeneity of influence",".25"
"200",100,22500,0,"Heterogeneity of influence",".25"
