"","round","sumadopt","sd","name","tau"
"115",15,59.15,33.456552558369,"Baseline",".30"
"116",16,63.86,37.7027234233199,"Baseline",".30"
"117",17,68.44,41.9870879623195,"Baseline",".30"
"118",18,73.49,46.7366347772604,"Baseline",".30"
"119",19,79.03,52.0843245966276,"Baseline",".30"
"120",20,84.74,57.7855002609135,"Baseline",".30"
"121",21,90.62,63.7285563063285,"Baseline",".30"
"122",22,97.17,69.9884629742285,"Baseline",".30"
"123",23,104.45,77.040114829414,"Baseline",".30"
"124",24,111.76,84.2381328752189,"Baseline",".30"
"125",25,119.15,91.5597034340397,"Baseline",".30"
"126",26,127.12,99.557331333369,"Baseline",".30"
"127",27,135.76,108.232551723247,"Baseline",".30"
"128",28,144.71,117.359784811106,"Baseline",".30"
"129",29,154.1,126.715500953191,"Baseline",".30"
"130",30,163.92,136.458206129943,"Baseline",".30"
"131",31,174.55,146.707113913154,"Baseline",".30"
"132",32,185.49,156.998841596447,"Baseline",".30"
"133",33,197.05,167.882136084104,"Baseline",".30"
"134",34,208.94,179.23776996442,"Baseline",".30"
"135",35,221.73,191.406007473563,"Baseline",".30"
"136",36,234.94,203.837617091189,"Baseline",".30"
"137",37,248.35,216.289852986798,"Baseline",".30"
"138",38,262.35,229.512367352343,"Baseline",".30"
"139",39,276.66,242.911183003753,"Baseline",".30"
"140",40,291.5,257.003812415224,"Baseline",".30"
"141",41,307.08,272.114899974035,"Baseline",".30"
"142",42,323.38,287.840717036069,"Baseline",".30"
"143",43,340.87,304.425660760214,"Baseline",".30"
"144",44,358.96,321.385319571949,"Baseline",".30"
"145",45,377.81,338.924552701988,"Baseline",".30"
"146",46,397.24,357.111846780685,"Baseline",".30"
"147",47,417.79,376.22095632726,"Baseline",".30"
"148",48,438.71,395.684710088701,"Baseline",".30"
"149",49,460.69,416.228271068129,"Baseline",".30"
"150",50,483.61,437.653566583701,"Baseline",".30"
"151",51,507.39,459.5083867295,"Baseline",".30"
"152",52,531.6,481.927485219614,"Baseline",".30"
"153",53,556.88,505.146069084093,"Baseline",".30"
"154",54,582.72,528.704593389075,"Baseline",".30"
"155",55,609.95,553.65029941327,"Baseline",".30"
"156",56,637.56,578.879278076059,"Baseline",".30"
"157",57,666.01,605.024008122025,"Baseline",".30"
"158",58,695.34,632.236725579681,"Baseline",".30"
"159",59,725.21,659.968660030325,"Baseline",".30"
"160",60,757.22,689.724781592944,"Baseline",".30"
"161",61,790.17,720.437984839778,"Baseline",".30"
"162",62,823.98,751.471149469392,"Baseline",".30"
"163",63,858.52,782.960613842282,"Baseline",".30"
"164",64,892.96,813.800249980723,"Baseline",".30"
"165",65,928.13,845.436659097212,"Baseline",".30"
"166",66,965.45,879.050743470455,"Baseline",".30"
"167",67,1002.78,912.828931499116,"Baseline",".30"
"168",68,1040.83,947.016165264737,"Baseline",".30"
"169",69,1080.05,982.624545528325,"Baseline",".30"
"170",70,1120.22,1018.91691932407,"Baseline",".30"
"171",71,1160.58,1055.42554182824,"Baseline",".30"
"172",72,1202.45,1093.73906343739,"Baseline",".30"
"173",73,1245.53,1132.77751481957,"Baseline",".30"
"174",74,1289.25,1172.80959708305,"Baseline",".30"
"175",75,1334.62,1214.3575994714,"Baseline",".30"
"176",76,1380.61,1256.39963319114,"Baseline",".30"
"177",77,1427.5,1298.84546634869,"Baseline",".30"
"178",78,1475.57,1342.50967496467,"Baseline",".30"
"179",79,1524.28,1386.71603262943,"Baseline",".30"
"180",80,1573.81,1431.73236660905,"Baseline",".30"
"181",81,1624.7,1477.97204426754,"Baseline",".30"
"182",82,1676.23,1524.60308366711,"Baseline",".30"
"183",83,1729.33,1572.5180479766,"Baseline",".30"
"184",84,1783.09,1621.22384931753,"Baseline",".30"
"185",85,1838.03,1670.82806818486,"Baseline",".30"
"186",86,1893.94,1721.60910649182,"Baseline",".30"
"187",87,1950.61,1772.7229519994,"Baseline",".30"
"188",88,2007.9,1824.13013169942,"Baseline",".30"
"189",89,2067,1877.91051948487,"Baseline",".30"
"190",90,2126.73,1932.38735401565,"Baseline",".30"
"191",91,2188.12,1987.8412954151,"Baseline",".30"
"192",92,2250.35,2044.47143832366,"Baseline",".30"
"193",93,2313.82,2102.76591481916,"Baseline",".30"
"194",94,2379.02,2162.74976477874,"Baseline",".30"
"195",95,2444.88,2222.96874608273,"Baseline",".30"
"196",96,2512.25,2284.54192908722,"Baseline",".30"
"197",97,2581.61,2348.21209827495,"Baseline",".30"
"198",98,2652.23,2412.8486071677,"Baseline",".30"
"199",99,2724.16,2479.31926434363,"Baseline",".30"
"200",100,2796.96,2546.56857228179,"Baseline",".30"
"201",1,13.02,1.56979056700008,"Baseline",".35"
"202",2,14.15,2.0269646910062,"Baseline",".35"
"203",3,14.69,2.44410236357571,"Baseline",".35"
"204",4,14.99,2.78341045075529,"Baseline",".35"
"205",5,15.24,3.16266094332356,"Baseline",".35"
"206",6,15.38,3.42828401873755,"Baseline",".35"
"207",7,15.44,3.56277045756997,"Baseline",".35"
"208",8,15.44,3.56277045756997,"Baseline",".35"
"209",9,15.44,3.56277045756997,"Baseline",".35"
"210",10,15.44,3.56277045756997,"Baseline",".35"
"211",11,15.44,3.56277045756997,"Baseline",".35"
"212",12,15.44,3.56277045756997,"Baseline",".35"
"213",13,15.44,3.56277045756997,"Baseline",".35"
"214",14,15.44,3.56277045756997,"Baseline",".35"
"215",15,15.44,3.56277045756997,"Baseline",".35"
"216",16,15.44,3.56277045756997,"Baseline",".35"
"217",17,15.44,3.56277045756997,"Baseline",".35"
"218",18,15.44,3.56277045756997,"Baseline",".35"
"219",19,15.44,3.56277045756997,"Baseline",".35"
"220",20,15.44,3.56277045756997,"Baseline",".35"
"221",21,15.44,3.56277045756997,"Baseline",".35"
"222",22,15.44,3.56277045756997,"Baseline",".35"
"223",23,15.44,3.56277045756997,"Baseline",".35"
"224",24,15.44,3.56277045756997,"Baseline",".35"
"225",25,15.44,3.56277045756997,"Baseline",".35"
"226",26,15.44,3.56277045756997,"Baseline",".35"
"227",27,15.44,3.56277045756997,"Baseline",".35"
"228",28,15.44,3.56277045756997,"Baseline",".35"
"229",29,15.44,3.56277045756997,"Baseline",".35"
"230",30,15.44,3.56277045756997,"Baseline",".35"
"231",31,15.44,3.56277045756997,"Baseline",".35"
"232",32,15.44,3.56277045756997,"Baseline",".35"
"233",33,15.44,3.56277045756997,"Baseline",".35"
"234",34,15.44,3.56277045756997,"Baseline",".35"
"235",35,15.44,3.56277045756997,"Baseline",".35"
"236",36,15.44,3.56277045756997,"Baseline",".35"
"237",37,15.44,3.56277045756997,"Baseline",".35"
"238",38,15.44,3.56277045756997,"Baseline",".35"
"239",39,15.44,3.56277045756997,"Baseline",".35"
"240",40,15.44,3.56277045756997,"Baseline",".35"
"241",41,15.44,3.56277045756997,"Baseline",".35"
"242",42,15.44,3.56277045756997,"Baseline",".35"
"243",43,15.44,3.56277045756997,"Baseline",".35"
"244",44,15.44,3.56277045756997,"Baseline",".35"
"245",45,15.44,3.56277045756997,"Baseline",".35"
"246",46,15.44,3.56277045756997,"Baseline",".35"
"247",47,15.44,3.56277045756997,"Baseline",".35"
"248",48,15.44,3.56277045756997,"Baseline",".35"
"249",49,15.44,3.56277045756997,"Baseline",".35"
"250",50,15.44,3.56277045756997,"Baseline",".35"
"251",51,15.44,3.56277045756997,"Baseline",".35"
"252",52,15.44,3.56277045756997,"Baseline",".35"
"253",53,15.44,3.56277045756997,"Baseline",".35"
"254",54,15.44,3.56277045756997,"Baseline",".35"
"255",55,15.44,3.56277045756997,"Baseline",".35"
"256",56,15.44,3.56277045756997,"Baseline",".35"
"257",57,15.44,3.56277045756997,"Baseline",".35"
"258",58,15.44,3.56277045756997,"Baseline",".35"
"259",59,15.44,3.56277045756997,"Baseline",".35"
"260",60,15.44,3.56277045756997,"Baseline",".35"
"261",61,15.44,3.56277045756997,"Baseline",".35"
"262",62,15.44,3.56277045756997,"Baseline",".35"
"263",63,15.44,3.56277045756997,"Baseline",".35"
"264",64,15.44,3.56277045756997,"Baseline",".35"
"265",65,15.44,3.56277045756997,"Baseline",".35"
"266",66,15.44,3.56277045756997,"Baseline",".35"
"267",67,15.44,3.56277045756997,"Baseline",".35"
"268",68,15.44,3.56277045756997,"Baseline",".35"
"269",69,15.44,3.56277045756997,"Baseline",".35"
"270",70,15.44,3.56277045756997,"Baseline",".35"
"271",71,15.44,3.56277045756997,"Baseline",".35"
"272",72,15.44,3.56277045756997,"Baseline",".35"
"273",73,15.44,3.56277045756997,"Baseline",".35"
"274",74,15.44,3.56277045756997,"Baseline",".35"
"275",75,15.44,3.56277045756997,"Baseline",".35"
"276",76,15.44,3.56277045756997,"Baseline",".35"
"277",77,15.44,3.56277045756997,"Baseline",".35"
"278",78,15.44,3.56277045756997,"Baseline",".35"
"279",79,15.44,3.56277045756997,"Baseline",".35"
"280",80,15.44,3.56277045756997,"Baseline",".35"
"281",81,15.44,3.56277045756997,"Baseline",".35"
"282",82,15.44,3.56277045756997,"Baseline",".35"
"283",83,15.44,3.56277045756997,"Baseline",".35"
"284",84,15.44,3.56277045756997,"Baseline",".35"
"285",85,15.44,3.56277045756997,"Baseline",".35"
"286",86,15.44,3.56277045756997,"Baseline",".35"
"287",87,15.44,3.56277045756997,"Baseline",".35"
"288",88,15.44,3.56277045756997,"Baseline",".35"
"289",89,15.44,3.56277045756997,"Baseline",".35"
"290",90,15.44,3.56277045756997,"Baseline",".35"
"291",91,15.44,3.56277045756997,"Baseline",".35"
"292",92,15.44,3.56277045756997,"Baseline",".35"
"293",93,15.44,3.56277045756997,"Baseline",".35"
"294",94,15.44,3.56277045756997,"Baseline",".35"
"295",95,15.44,3.56277045756997,"Baseline",".35"
"296",96,15.44,3.56277045756997,"Baseline",".35"
"297",97,15.44,3.56277045756997,"Baseline",".35"
"298",98,15.44,3.56277045756997,"Baseline",".35"
"299",99,15.44,3.56277045756997,"Baseline",".35"
"300",100,15.44,3.56277045756997,"Baseline",".35"
"301",1,12.93,1.8976593769987,"Baseline",".40"
"302",2,13.54,2.1101965057618,"Baseline",".40"
"303",3,13.71,2.26655525572899,"Baseline",".40"
"304",4,13.77,2.39888442086034,"Baseline",".40"
"305",5,13.77,2.39888442086034,"Baseline",".40"
"306",6,13.77,2.39888442086034,"Baseline",".40"
"307",7,13.77,2.39888442086034,"Baseline",".40"
"308",8,13.77,2.39888442086034,"Baseline",".40"
"309",9,13.77,2.39888442086034,"Baseline",".40"
"310",10,13.77,2.39888442086034,"Baseline",".40"
"311",11,13.77,2.39888442086034,"Baseline",".40"
"312",12,13.77,2.39888442086034,"Baseline",".40"
"313",13,13.77,2.39888442086034,"Baseline",".40"
"314",14,13.77,2.39888442086034,"Baseline",".40"
"315",15,13.77,2.39888442086034,"Baseline",".40"
"316",16,13.77,2.39888442086034,"Baseline",".40"
"317",17,13.77,2.39888442086034,"Baseline",".40"
"318",18,13.77,2.39888442086034,"Baseline",".40"
"319",19,13.77,2.39888442086034,"Baseline",".40"
"320",20,13.77,2.39888442086034,"Baseline",".40"
"321",21,13.77,2.39888442086034,"Baseline",".40"
"322",22,13.77,2.39888442086034,"Baseline",".40"
"323",23,13.77,2.39888442086034,"Baseline",".40"
"324",24,13.77,2.39888442086034,"Baseline",".40"
"325",25,13.77,2.39888442086034,"Baseline",".40"
"326",26,13.77,2.39888442086034,"Baseline",".40"
"327",27,13.77,2.39888442086034,"Baseline",".40"
"328",28,13.77,2.39888442086034,"Baseline",".40"
"329",29,13.77,2.39888442086034,"Baseline",".40"
"330",30,13.77,2.39888442086034,"Baseline",".40"
"331",31,13.77,2.39888442086034,"Baseline",".40"
"332",32,13.77,2.39888442086034,"Baseline",".40"
"333",33,13.77,2.39888442086034,"Baseline",".40"
"334",34,13.77,2.39888442086034,"Baseline",".40"
"335",35,13.77,2.39888442086034,"Baseline",".40"
"336",36,13.77,2.39888442086034,"Baseline",".40"
"337",37,13.77,2.39888442086034,"Baseline",".40"
"338",38,13.77,2.39888442086034,"Baseline",".40"
"339",39,13.77,2.39888442086034,"Baseline",".40"
"340",40,13.77,2.39888442086034,"Baseline",".40"
"341",41,13.77,2.39888442086034,"Baseline",".40"
"342",42,13.77,2.39888442086034,"Baseline",".40"
"343",43,13.77,2.39888442086034,"Baseline",".40"
"344",44,13.77,2.39888442086034,"Baseline",".40"
"345",45,13.77,2.39888442086034,"Baseline",".40"
"346",46,13.77,2.39888442086034,"Baseline",".40"
"347",47,13.77,2.39888442086034,"Baseline",".40"
"348",48,13.77,2.39888442086034,"Baseline",".40"
"349",49,13.77,2.39888442086034,"Baseline",".40"
"350",50,13.77,2.39888442086034,"Baseline",".40"
"351",51,13.77,2.39888442086034,"Baseline",".40"
"352",52,13.77,2.39888442086034,"Baseline",".40"
"353",53,13.77,2.39888442086034,"Baseline",".40"
"354",54,13.77,2.39888442086034,"Baseline",".40"
"355",55,13.77,2.39888442086034,"Baseline",".40"
"356",56,13.77,2.39888442086034,"Baseline",".40"
"357",57,13.77,2.39888442086034,"Baseline",".40"
"358",58,13.77,2.39888442086034,"Baseline",".40"
"359",59,13.77,2.39888442086034,"Baseline",".40"
"360",60,13.77,2.39888442086034,"Baseline",".40"
"361",61,13.77,2.39888442086034,"Baseline",".40"
"362",62,13.77,2.39888442086034,"Baseline",".40"
"363",63,13.77,2.39888442086034,"Baseline",".40"
"364",64,13.77,2.39888442086034,"Baseline",".40"
"365",65,13.77,2.39888442086034,"Baseline",".40"
"366",66,13.77,2.39888442086034,"Baseline",".40"
"367",67,13.77,2.39888442086034,"Baseline",".40"
"368",68,13.77,2.39888442086034,"Baseline",".40"
"369",69,13.77,2.39888442086034,"Baseline",".40"
"370",70,13.77,2.39888442086034,"Baseline",".40"
"371",71,13.77,2.39888442086034,"Baseline",".40"
"372",72,13.77,2.39888442086034,"Baseline",".40"
"373",73,13.77,2.39888442086034,"Baseline",".40"
"374",74,13.77,2.39888442086034,"Baseline",".40"
"375",75,13.77,2.39888442086034,"Baseline",".40"
"376",76,13.77,2.39888442086034,"Baseline",".40"
"377",77,13.77,2.39888442086034,"Baseline",".40"
"378",78,13.77,2.39888442086034,"Baseline",".40"
"379",79,13.77,2.39888442086034,"Baseline",".40"
"380",80,13.77,2.39888442086034,"Baseline",".40"
"381",81,13.77,2.39888442086034,"Baseline",".40"
"382",82,13.77,2.39888442086034,"Baseline",".40"
"383",83,13.77,2.39888442086034,"Baseline",".40"
"384",84,13.77,2.39888442086034,"Baseline",".40"
"385",85,13.77,2.39888442086034,"Baseline",".40"
"386",86,13.77,2.39888442086034,"Baseline",".40"
"387",87,13.77,2.39888442086034,"Baseline",".40"
"388",88,13.77,2.39888442086034,"Baseline",".40"
"389",89,13.77,2.39888442086034,"Baseline",".40"
"390",90,13.77,2.39888442086034,"Baseline",".40"
"391",91,13.77,2.39888442086034,"Baseline",".40"
"392",92,13.77,2.39888442086034,"Baseline",".40"
"393",93,13.77,2.39888442086034,"Baseline",".40"
"394",94,13.77,2.39888442086034,"Baseline",".40"
"395",95,13.77,2.39888442086034,"Baseline",".40"
"396",96,13.77,2.39888442086034,"Baseline",".40"
"397",97,13.77,2.39888442086034,"Baseline",".40"
"398",98,13.77,2.39888442086034,"Baseline",".40"
"399",99,13.77,2.39888442086034,"Baseline",".40"
"400",100,13.77,2.39888442086034,"Baseline",".40"
