"","round","sumadopt","sd","name","tau"
"110",10,22482.31,4.09901441713971,"Stochastic & heterogeneous thresholds",".25"
"111",11,22482.02,4.3854212103194,"Stochastic & heterogeneous thresholds",".25"
"112",12,22482.24,4.17089482441881,"Stochastic & heterogeneous thresholds",".25"
"113",13,22481.82,4.40013773889092,"Stochastic & heterogeneous thresholds",".25"
"114",14,22483.06,4.96415433712816,"Stochastic & heterogeneous thresholds",".25"
"115",15,22481.09,4.21659779558081,"Stochastic & heterogeneous thresholds",".25"
"116",16,22482.49,4.58697100822569,"Stochastic & heterogeneous thresholds",".25"
"117",17,22481.98,3.99489573320656,"Stochastic & heterogeneous thresholds",".25"
"118",18,22481.68,4.09207166421245,"Stochastic & heterogeneous thresholds",".25"
"119",19,22481.87,4.41223047650254,"Stochastic & heterogeneous thresholds",".25"
"120",20,22482.64,4.65912811022349,"Stochastic & heterogeneous thresholds",".25"
"121",21,22482.02,4.61657094310564,"Stochastic & heterogeneous thresholds",".25"
"122",22,22482.06,4.25884700098252,"Stochastic & heterogeneous thresholds",".25"
"123",23,22482.57,4.20978897717251,"Stochastic & heterogeneous thresholds",".25"
"124",24,22482.14,4.0751030228038,"Stochastic & heterogeneous thresholds",".25"
"125",25,22482.61,4.37830971490094,"Stochastic & heterogeneous thresholds",".25"
"126",26,22483,4.2307197849763,"Stochastic & heterogeneous thresholds",".25"
"127",27,22482.15,4.44352894611361,"Stochastic & heterogeneous thresholds",".25"
"128",28,22482.26,3.70808562332358,"Stochastic & heterogeneous thresholds",".25"
"129",29,22482.48,4.0712840155599,"Stochastic & heterogeneous thresholds",".25"
"130",30,22481.87,4.29859032566245,"Stochastic & heterogeneous thresholds",".25"
"131",31,22481.69,4.05441522642697,"Stochastic & heterogeneous thresholds",".25"
"132",32,22482.14,4.2829707428184,"Stochastic & heterogeneous thresholds",".25"
"133",33,22482.35,4.27672819342124,"Stochastic & heterogeneous thresholds",".25"
"134",34,22481.05,3.98577014344325,"Stochastic & heterogeneous thresholds",".25"
"135",35,22481.84,4.13831566771513,"Stochastic & heterogeneous thresholds",".25"
"136",36,22481.62,4.21344648869917,"Stochastic & heterogeneous thresholds",".25"
"137",37,22482.72,4.11717270843854,"Stochastic & heterogeneous thresholds",".25"
"138",38,22482.52,3.74834643677729,"Stochastic & heterogeneous thresholds",".25"
"139",39,22482.36,3.87824806849795,"Stochastic & heterogeneous thresholds",".25"
"140",40,22482.54,4.14733698177566,"Stochastic & heterogeneous thresholds",".25"
"141",41,22482.53,4.38421180274324,"Stochastic & heterogeneous thresholds",".25"
"142",42,22482.38,4.10906856166266,"Stochastic & heterogeneous thresholds",".25"
"143",43,22481.16,4.22527268858819,"Stochastic & heterogeneous thresholds",".25"
"144",44,22482.33,4.11711137335463,"Stochastic & heterogeneous thresholds",".25"
"145",45,22482.56,4.26003272145635,"Stochastic & heterogeneous thresholds",".25"
"146",46,22482.11,4.31322841893858,"Stochastic & heterogeneous thresholds",".25"
"147",47,22482.71,4.45469902848031,"Stochastic & heterogeneous thresholds",".25"
"148",48,22482.07,4.13229459088514,"Stochastic & heterogeneous thresholds",".25"
"149",49,22481.71,4.25760163908881,"Stochastic & heterogeneous thresholds",".25"
"150",50,22481.97,4.34486809786889,"Stochastic & heterogeneous thresholds",".25"
"151",51,22482.55,4.21487265705045,"Stochastic & heterogeneous thresholds",".25"
"152",52,22482.11,3.50150039990074,"Stochastic & heterogeneous thresholds",".25"
"153",53,22482.77,3.84249235194392,"Stochastic & heterogeneous thresholds",".25"
"154",54,22481.68,4.38058157662826,"Stochastic & heterogeneous thresholds",".25"
"155",55,22482.14,4.36473471025549,"Stochastic & heterogeneous thresholds",".25"
"156",56,22481.12,4.36070608683475,"Stochastic & heterogeneous thresholds",".25"
"157",57,22482.36,3.83898134637013,"Stochastic & heterogeneous thresholds",".25"
"158",58,22482.47,4.56480829252169,"Stochastic & heterogeneous thresholds",".25"
"159",59,22481.51,4.24381903478459,"Stochastic & heterogeneous thresholds",".25"
"160",60,22481.97,4.49119227831632,"Stochastic & heterogeneous thresholds",".25"
"161",61,22481.91,4.75903181733258,"Stochastic & heterogeneous thresholds",".25"
"162",62,22482.66,4.44999148790469,"Stochastic & heterogeneous thresholds",".25"
"163",63,22482.74,4.05422837008076,"Stochastic & heterogeneous thresholds",".25"
"164",64,22481.91,4.43151021981026,"Stochastic & heterogeneous thresholds",".25"
"165",65,22481.59,4.173255396697,"Stochastic & heterogeneous thresholds",".25"
"166",66,22482.93,3.95493554328198,"Stochastic & heterogeneous thresholds",".25"
"167",67,22482.7,4.39581986928858,"Stochastic & heterogeneous thresholds",".25"
"168",68,22481.94,3.53858957236017,"Stochastic & heterogeneous thresholds",".25"
"169",69,22482.09,4.05042708809325,"Stochastic & heterogeneous thresholds",".25"
"170",70,22481.38,3.78401742580394,"Stochastic & heterogeneous thresholds",".25"
"171",71,22482.01,4.81473957465169,"Stochastic & heterogeneous thresholds",".25"
"172",72,22482.38,3.9562761799603,"Stochastic & heterogeneous thresholds",".25"
"173",73,22482.11,4.1920921225131,"Stochastic & heterogeneous thresholds",".25"
"174",74,22481.73,4.53015708693675,"Stochastic & heterogeneous thresholds",".25"
"175",75,22481.2,4.29705090319471,"Stochastic & heterogeneous thresholds",".25"
"176",76,22481.86,4.00005050473167,"Stochastic & heterogeneous thresholds",".25"
"177",77,22481.99,4.50026935220818,"Stochastic & heterogeneous thresholds",".25"
"178",78,22481.54,4.40252452829308,"Stochastic & heterogeneous thresholds",".25"
"179",79,22482.78,4.2153639142182,"Stochastic & heterogeneous thresholds",".25"
"180",80,22482.01,4.37969373035572,"Stochastic & heterogeneous thresholds",".25"
"181",81,22482.38,3.98172593408203,"Stochastic & heterogeneous thresholds",".25"
"182",82,22482.09,3.75269600057442,"Stochastic & heterogeneous thresholds",".25"
"183",83,22481.49,5.16690126544612,"Stochastic & heterogeneous thresholds",".25"
"184",84,22481.84,3.8787689393477,"Stochastic & heterogeneous thresholds",".25"
"185",85,22481.9,4.36584540044722,"Stochastic & heterogeneous thresholds",".25"
"186",86,22482.32,4.76705868275695,"Stochastic & heterogeneous thresholds",".25"
"187",87,22481.89,4.12407320473095,"Stochastic & heterogeneous thresholds",".25"
"188",88,22482.43,4.17848022248484,"Stochastic & heterogeneous thresholds",".25"
"189",89,22482.08,4.34073959159268,"Stochastic & heterogeneous thresholds",".25"
"190",90,22483.21,3.72893409635374,"Stochastic & heterogeneous thresholds",".25"
"191",91,22481.39,4.20171922484647,"Stochastic & heterogeneous thresholds",".25"
"192",92,22482.57,4.17848022248484,"Stochastic & heterogeneous thresholds",".25"
"193",93,22482.43,3.37924443171738,"Stochastic & heterogeneous thresholds",".25"
"194",94,22482.04,3.85578405866702,"Stochastic & heterogeneous thresholds",".25"
"195",95,22482.47,4.24372382692276,"Stochastic & heterogeneous thresholds",".25"
"196",96,22482.46,4.16919923033455,"Stochastic & heterogeneous thresholds",".25"
"197",97,22481.74,4.24411654558699,"Stochastic & heterogeneous thresholds",".25"
"198",98,22482.79,3.51129490632614,"Stochastic & heterogeneous thresholds",".25"
"199",99,22482.54,5.07801758821911,"Stochastic & heterogeneous thresholds",".25"
"200",100,22481.69,3.63955541740521,"Stochastic & heterogeneous thresholds",".25"
"201",1,13.23,1.55605691776141,"Stochastic & heterogeneous thresholds",".30"
"202",2,1574.27,38.5667085723038,"Stochastic & heterogeneous thresholds",".30"
"203",3,3146.52,76.8283512484523,"Stochastic & heterogeneous thresholds",".30"
"204",4,5334.04,133.895475591367,"Stochastic & heterogeneous thresholds",".30"
"205",5,8729.27,218.558447675914,"Stochastic & heterogeneous thresholds",".30"
"206",6,13624.87,311.743505517474,"Stochastic & heterogeneous thresholds",".30"
"207",7,18836.1,280.741028801501,"Stochastic & heterogeneous thresholds",".30"
"208",8,21787.38,102.682877508051,"Stochastic & heterogeneous thresholds",".30"
"209",9,22417.08,15.0813819263382,"Stochastic & heterogeneous thresholds",".30"
"210",10,22463.63,5.35913267519129,"Stochastic & heterogeneous thresholds",".30"
"211",11,22465.61,5.83076999956941,"Stochastic & heterogeneous thresholds",".30"
"212",12,22464.96,6.10666137355864,"Stochastic & heterogeneous thresholds",".30"
"213",13,22464.93,5.80361259836657,"Stochastic & heterogeneous thresholds",".30"
"214",14,22464.98,5.42158052172384,"Stochastic & heterogeneous thresholds",".30"
"215",15,22466.4,6.26034497387478,"Stochastic & heterogeneous thresholds",".30"
"216",16,22465.13,5.16721404725032,"Stochastic & heterogeneous thresholds",".30"
"217",17,22465.82,5.98378279733285,"Stochastic & heterogeneous thresholds",".30"
"218",18,22465.76,5.90346585413255,"Stochastic & heterogeneous thresholds",".30"
"219",19,22465.88,5.74593400377671,"Stochastic & heterogeneous thresholds",".30"
"220",20,22465.3,6.22555826874794,"Stochastic & heterogeneous thresholds",".30"
"221",21,22465.56,5.76706076775595,"Stochastic & heterogeneous thresholds",".30"
"222",22,22464.09,6.61967529491447,"Stochastic & heterogeneous thresholds",".30"
"223",23,22466.13,5.88553268188147,"Stochastic & heterogeneous thresholds",".30"
"224",24,22465.32,5.95925559719729,"Stochastic & heterogeneous thresholds",".30"
"225",25,22465.27,4.81759192119797,"Stochastic & heterogeneous thresholds",".30"
"226",26,22466.36,5.26762553603412,"Stochastic & heterogeneous thresholds",".30"
"227",27,22464.92,5.95213228917829,"Stochastic & heterogeneous thresholds",".30"
"228",28,22464.81,5.76070807937336,"Stochastic & heterogeneous thresholds",".30"
"229",29,22464.98,5.41971708978737,"Stochastic & heterogeneous thresholds",".30"
"230",30,22465.43,5.02771108834614,"Stochastic & heterogeneous thresholds",".30"
"231",31,22465.16,5.73615152723796,"Stochastic & heterogeneous thresholds",".30"
"232",32,22464.41,5.72976456935204,"Stochastic & heterogeneous thresholds",".30"
"233",33,22465.97,5.05416120187569,"Stochastic & heterogeneous thresholds",".30"
"234",34,22466.06,6.23418402880846,"Stochastic & heterogeneous thresholds",".30"
"235",35,22465.48,5.97550555741241,"Stochastic & heterogeneous thresholds",".30"
"236",36,22465.06,6.21958457802708,"Stochastic & heterogeneous thresholds",".30"
"237",37,22465.22,6.4754080250521,"Stochastic & heterogeneous thresholds",".30"
"238",38,22466.08,5.70429574084215,"Stochastic & heterogeneous thresholds",".30"
"239",39,22465.36,5.80581387468412,"Stochastic & heterogeneous thresholds",".30"
"240",40,22466.95,5.34161289151772,"Stochastic & heterogeneous thresholds",".30"
"241",41,22464.72,5.9016861141456,"Stochastic & heterogeneous thresholds",".30"
"242",42,22465.63,6.09794633421363,"Stochastic & heterogeneous thresholds",".30"
"243",43,22464.82,6.01577052001611,"Stochastic & heterogeneous thresholds",".30"
"244",44,22466.82,5.89534999089549,"Stochastic & heterogeneous thresholds",".30"
"245",45,22465.02,5.90322630500312,"Stochastic & heterogeneous thresholds",".30"
"246",46,22465.3,6.03608676497807,"Stochastic & heterogeneous thresholds",".30"
"247",47,22465.26,6.02456251817121,"Stochastic & heterogeneous thresholds",".30"
"248",48,22465.47,6.35396162113278,"Stochastic & heterogeneous thresholds",".30"
"249",49,22465.46,6.222182539556,"Stochastic & heterogeneous thresholds",".30"
"250",50,22464.81,6.29846061038775,"Stochastic & heterogeneous thresholds",".30"
"251",51,22465.18,5.54937433910846,"Stochastic & heterogeneous thresholds",".30"
"252",52,22464.33,6.20696090179112,"Stochastic & heterogeneous thresholds",".30"
"253",53,22465.98,5.49192244311699,"Stochastic & heterogeneous thresholds",".30"
"254",54,22465.48,6.08604962188117,"Stochastic & heterogeneous thresholds",".30"
"255",55,22465.9,6.5404722901162,"Stochastic & heterogeneous thresholds",".30"
"256",56,22466.48,5.89209365818023,"Stochastic & heterogeneous thresholds",".30"
"257",57,22465.85,6.10741394130978,"Stochastic & heterogeneous thresholds",".30"
"258",58,22465.7,5.6541751803156,"Stochastic & heterogeneous thresholds",".30"
"259",59,22466.75,5.15296325457792,"Stochastic & heterogeneous thresholds",".30"
"260",60,22465.35,5.56753758384035,"Stochastic & heterogeneous thresholds",".30"
"261",61,22465.5,6.81130966804031,"Stochastic & heterogeneous thresholds",".30"
"262",62,22465.66,6.62291705391441,"Stochastic & heterogeneous thresholds",".30"
"263",63,22466.04,5.81693799836028,"Stochastic & heterogeneous thresholds",".30"
"264",64,22464.31,6.01629940959212,"Stochastic & heterogeneous thresholds",".30"
"265",65,22465.6,5.93398021669446,"Stochastic & heterogeneous thresholds",".30"
"266",66,22465.66,5.53085011822803,"Stochastic & heterogeneous thresholds",".30"
"267",67,22466.25,5.72496746936195,"Stochastic & heterogeneous thresholds",".30"
"268",68,22465.14,6.10848060924607,"Stochastic & heterogeneous thresholds",".30"
"269",69,22465.52,5.62189083544465,"Stochastic & heterogeneous thresholds",".30"
"270",70,22465.73,6.30993284633462,"Stochastic & heterogeneous thresholds",".30"
"271",71,22465.55,5.73025816048968,"Stochastic & heterogeneous thresholds",".30"
"272",72,22464.4,6.36911740868832,"Stochastic & heterogeneous thresholds",".30"
"273",73,22465.23,5.09476855869496,"Stochastic & heterogeneous thresholds",".30"
"274",74,22465.42,6.63809026936531,"Stochastic & heterogeneous thresholds",".30"
"275",75,22465.57,5.97512520472343,"Stochastic & heterogeneous thresholds",".30"
"276",76,22466.09,5.79985196606627,"Stochastic & heterogeneous thresholds",".30"
"277",77,22464.64,5.79536561627155,"Stochastic & heterogeneous thresholds",".30"
"278",78,22465.77,5.35385257302976,"Stochastic & heterogeneous thresholds",".30"
"279",79,22464.47,6.20598440412498,"Stochastic & heterogeneous thresholds",".30"
"280",80,22465.89,5.63340505602539,"Stochastic & heterogeneous thresholds",".30"
"281",81,22464.09,5.72800139664787,"Stochastic & heterogeneous thresholds",".30"
"282",82,22465.69,6.13928400392163,"Stochastic & heterogeneous thresholds",".30"
"283",83,22465.28,5.87251774339292,"Stochastic & heterogeneous thresholds",".30"
"284",84,22466.48,5.71278912580883,"Stochastic & heterogeneous thresholds",".30"
"285",85,22465.21,5.34524238567496,"Stochastic & heterogeneous thresholds",".30"
"286",86,22464.97,6.13230393205943,"Stochastic & heterogeneous thresholds",".30"
"287",87,22465.13,6.25494551809553,"Stochastic & heterogeneous thresholds",".30"
"288",88,22465.63,5.77989374618354,"Stochastic & heterogeneous thresholds",".30"
"289",89,22464.15,5.51100826720594,"Stochastic & heterogeneous thresholds",".30"
"290",90,22465.48,5.77084276883596,"Stochastic & heterogeneous thresholds",".30"
"291",91,22465.44,5.60721036530716,"Stochastic & heterogeneous thresholds",".30"
"292",92,22463.95,5.99557917944294,"Stochastic & heterogeneous thresholds",".30"
"293",93,22465.35,6.37446769415599,"Stochastic & heterogeneous thresholds",".30"
"294",94,22466.1,5.39266242971022,"Stochastic & heterogeneous thresholds",".30"
"295",95,22465.59,4.95045146395454,"Stochastic & heterogeneous thresholds",".30"
"296",96,22465.88,6.58323551902785,"Stochastic & heterogeneous thresholds",".30"
"297",97,22465.97,5.85076184282134,"Stochastic & heterogeneous thresholds",".30"
"298",98,22466.33,6.12999744591045,"Stochastic & heterogeneous thresholds",".30"
"299",99,22465.33,6.37554513414937,"Stochastic & heterogeneous thresholds",".30"
"300",100,22465.52,6.29971941013761,"Stochastic & heterogeneous thresholds",".30"
"301",1,12.92,1.58706895842237,"Stochastic & heterogeneous thresholds",".35"
"302",2,1147.45,33.1745841014327,"Stochastic & heterogeneous thresholds",".35"
"303",3,1984.97,53.8530463953582,"Stochastic & heterogeneous thresholds",".35"
"304",4,2837.77,88.9114705533521,"Stochastic & heterogeneous thresholds",".35"
"305",5,3862.98,124.388035736334,"Stochastic & heterogeneous thresholds",".35"
"306",6,5224.07,189.40050318323,"Stochastic & heterogeneous thresholds",".35"
"307",7,7108.29,282.793364079988,"Stochastic & heterogeneous thresholds",".35"
"308",8,9688.65,404.65679122791,"Stochastic & heterogeneous thresholds",".35"
"309",9,13024.7,518.068196829005,"Stochastic & heterogeneous thresholds",".35"
"310",10,16758.29,552.025970970807,"Stochastic & heterogeneous thresholds",".35"
"311",11,19966.04,410.399384684596,"Stochastic & heterogeneous thresholds",".35"
"312",12,21755.3,172.547607249932,"Stochastic & heterogeneous thresholds",".35"
"313",13,22320.98,41.1196775131795,"Stochastic & heterogeneous thresholds",".35"
"314",14,22419.22,11.5335084940281,"Stochastic & heterogeneous thresholds",".35"
"315",15,22429.46,7.98156967929584,"Stochastic & heterogeneous thresholds",".35"
"316",16,22429.9,8.23701917252138,"Stochastic & heterogeneous thresholds",".35"
"317",17,22431.36,8.71260552013545,"Stochastic & heterogeneous thresholds",".35"
"318",18,22430.55,8.19999384084518,"Stochastic & heterogeneous thresholds",".35"
"319",19,22431.67,8.17739554991673,"Stochastic & heterogeneous thresholds",".35"
"320",20,22431.04,8.45298345514348,"Stochastic & heterogeneous thresholds",".35"
"321",21,22429.86,8.16993750207911,"Stochastic & heterogeneous thresholds",".35"
"322",22,22430.22,8.23956946997263,"Stochastic & heterogeneous thresholds",".35"
"323",23,22432.24,7.93677032755285,"Stochastic & heterogeneous thresholds",".35"
"324",24,22430.42,8.10185164021163,"Stochastic & heterogeneous thresholds",".35"
"325",25,22430.06,9.05964523130854,"Stochastic & heterogeneous thresholds",".35"
"326",26,22432.13,8.17195870589843,"Stochastic & heterogeneous thresholds",".35"
"327",27,22430.78,8.24079529358102,"Stochastic & heterogeneous thresholds",".35"
"328",28,22429.81,7.6497771803557,"Stochastic & heterogeneous thresholds",".35"
"329",29,22430.92,8.35171306446235,"Stochastic & heterogeneous thresholds",".35"
"330",30,22430.01,8.88364175938511,"Stochastic & heterogeneous thresholds",".35"
"331",31,22428.41,9.17737116031282,"Stochastic & heterogeneous thresholds",".35"
"332",32,22430.28,8.30124732017467,"Stochastic & heterogeneous thresholds",".35"
"333",33,22431.87,8.32624547058058,"Stochastic & heterogeneous thresholds",".35"
"334",34,22429.98,7.90087579853261,"Stochastic & heterogeneous thresholds",".35"
"335",35,22430.88,8.5732494458406,"Stochastic & heterogeneous thresholds",".35"
"336",36,22431.21,8.21712304344478,"Stochastic & heterogeneous thresholds",".35"
"337",37,22430.79,8.89818390277909,"Stochastic & heterogeneous thresholds",".35"
"338",38,22430.92,8.05496270894063,"Stochastic & heterogeneous thresholds",".35"
"339",39,22430.71,8.30759054155059,"Stochastic & heterogeneous thresholds",".35"
"340",40,22430.94,8.69438458042449,"Stochastic & heterogeneous thresholds",".35"
"341",41,22431.3,8.32727052181171,"Stochastic & heterogeneous thresholds",".35"
"342",42,22430.35,7.93327603748089,"Stochastic & heterogeneous thresholds",".35"
"343",43,22431.59,8.2389748798444,"Stochastic & heterogeneous thresholds",".35"
"344",44,22430.07,8.47724821942459,"Stochastic & heterogeneous thresholds",".35"
"345",45,22430.63,8.99568358893994,"Stochastic & heterogeneous thresholds",".35"
"346",46,22431.18,7.69675256195754,"Stochastic & heterogeneous thresholds",".35"
"347",47,22432.5,8.80369527556756,"Stochastic & heterogeneous thresholds",".35"
"348",48,22430.11,7.29867152710724,"Stochastic & heterogeneous thresholds",".35"
"349",49,22432.34,8.36928004578939,"Stochastic & heterogeneous thresholds",".35"
"350",50,22430.94,8.03127724222082,"Stochastic & heterogeneous thresholds",".35"
"351",51,22431.23,9.00937222445536,"Stochastic & heterogeneous thresholds",".35"
"352",52,22430.36,8.4141775497302,"Stochastic & heterogeneous thresholds",".35"
"353",53,22430.98,8.7789693603693,"Stochastic & heterogeneous thresholds",".35"
"354",54,22431.57,8.58734681100776,"Stochastic & heterogeneous thresholds",".35"
"355",55,22432.04,8.71075035328024,"Stochastic & heterogeneous thresholds",".35"
"356",56,22430.64,8.04221186721486,"Stochastic & heterogeneous thresholds",".35"
"357",57,22432.01,7.20198485548157,"Stochastic & heterogeneous thresholds",".35"
"358",58,22430.88,7.95731034199295,"Stochastic & heterogeneous thresholds",".35"
"359",59,22430.81,8.55250568753704,"Stochastic & heterogeneous thresholds",".35"
"360",60,22429.8,8.67365685465612,"Stochastic & heterogeneous thresholds",".35"
"361",61,22430.38,7.92742331429579,"Stochastic & heterogeneous thresholds",".35"
"362",62,22430.23,7.89432093534985,"Stochastic & heterogeneous thresholds",".35"
"363",63,22430.43,7.82285566190957,"Stochastic & heterogeneous thresholds",".35"
"364",64,22429.67,7.7512527498411,"Stochastic & heterogeneous thresholds",".35"
"365",65,22430.59,8.00264476484638,"Stochastic & heterogeneous thresholds",".35"
"366",66,22430.23,8.14000595636741,"Stochastic & heterogeneous thresholds",".35"
"367",67,22430.17,8.18480360796825,"Stochastic & heterogeneous thresholds",".35"
"368",68,22431.77,8.43975082211518,"Stochastic & heterogeneous thresholds",".35"
"369",69,22430.13,7.32458844984453,"Stochastic & heterogeneous thresholds",".35"
"370",70,22430.5,8.77726631932768,"Stochastic & heterogeneous thresholds",".35"
"371",71,22429.74,7.65231858968115,"Stochastic & heterogeneous thresholds",".35"
"372",72,22429.89,9.31480303364249,"Stochastic & heterogeneous thresholds",".35"
"373",73,22431.12,7.93442824122517,"Stochastic & heterogeneous thresholds",".35"
"374",74,22430.76,7.79810906890286,"Stochastic & heterogeneous thresholds",".35"
"375",75,22429.71,8.03313214887022,"Stochastic & heterogeneous thresholds",".35"
"376",76,22430.7,9.21406478699764,"Stochastic & heterogeneous thresholds",".35"
"377",77,22430.17,7.86509357666499,"Stochastic & heterogeneous thresholds",".35"
"378",78,22429.6,8.26823054611059,"Stochastic & heterogeneous thresholds",".35"
"379",79,22430.51,8.58174595501194,"Stochastic & heterogeneous thresholds",".35"
"380",80,22429.71,7.5669336490077,"Stochastic & heterogeneous thresholds",".35"
"381",81,22429.58,8.1824893102974,"Stochastic & heterogeneous thresholds",".35"
